nameOfIssuer,nameOfIssuer_link,cusip,value,fund_name
BROWN FORMAN CORP,"<a href=""http://www.google.com/search?q=stock price BROWN FORMAN CORP"" 
        target=""_blank"">BROWN FORMAN CORP</a>",115637100,41713,['CITADEL ADVISORS LLC']
CRESUD S A C I F Y A,"<a href=""http://www.google.com/search?q=stock price CRESUD S A C I F Y A"" 
        target=""_blank"">CRESUD S A C I F Y A</a>",226406106,41712,['CITADEL ADVISORS LLC']
OCEANFIRST FINL CORP,"<a href=""http://www.google.com/search?q=stock price OCEANFIRST FINL CORP"" 
        target=""_blank"">OCEANFIRST FINL CORP</a>",675234108,41664,['CITADEL ADVISORS LLC']
MIZUHO FINANCIAL GROUP INC,"<a href=""http://www.google.com/search?q=stock price MIZUHO FINANCIAL GROUP INC"" 
        target=""_blank"">MIZUHO FINANCIAL GROUP INC</a>",60687Y109,41624,['CITADEL ADVISORS LLC']
RENEO PHARMACEUTICALS INC,"<a href=""http://www.google.com/search?q=stock price RENEO PHARMACEUTICALS INC"" 
        target=""_blank"">RENEO PHARMACEUTICALS INC</a>",75974E103,41600,['CITADEL ADVISORS LLC']
VIRIDIAN THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price VIRIDIAN THERAPEUTICS INC"" 
        target=""_blank"">VIRIDIAN THERAPEUTICS INC</a>",92790C104,41382,['CITADEL ADVISORS LLC']
BIGBEAR AI HLDGS INC,"<a href=""http://www.google.com/search?q=stock price BIGBEAR AI HLDGS INC"" 
        target=""_blank"">BIGBEAR AI HLDGS INC</a>",08975B109,41302,['CITADEL ADVISORS LLC']
AVITA MEDICAL INC,"<a href=""http://www.google.com/search?q=stock price AVITA MEDICAL INC"" 
        target=""_blank"">AVITA MEDICAL INC</a>",05380C102,41160,['CITADEL ADVISORS LLC']
A10 NETWORKS INC,"<a href=""http://www.google.com/search?q=stock price A10 NETWORKS INC"" 
        target=""_blank"">A10 NETWORKS INC</a>",002121101,40827,['CITADEL ADVISORS LLC']
BLACKSKY TECHNOLOGY INC,"<a href=""http://www.google.com/search?q=stock price BLACKSKY TECHNOLOGY INC"" 
        target=""_blank"">BLACKSKY TECHNOLOGY INC</a>",09263B108,40600,['CITADEL ADVISORS LLC']
SAPIENS INTL CORP N V,"<a href=""http://www.google.com/search?q=stock price SAPIENS INTL CORP N V"" 
        target=""_blank"">SAPIENS INTL CORP N V</a>",G7T16G103,40516,['CITADEL ADVISORS LLC']
WIDEOPENWEST INC,"<a href=""http://www.google.com/search?q=stock price WIDEOPENWEST INC"" 
        target=""_blank"">WIDEOPENWEST INC</a>",96758W101,40500,['CITADEL ADVISORS LLC']
GRIFOLS S A,"<a href=""http://www.google.com/search?q=stock price GRIFOLS S A"" 
        target=""_blank"">GRIFOLS S A</a>",398438408,40460,['CITADEL ADVISORS LLC']
FATE THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price FATE THERAPEUTICS INC"" 
        target=""_blank"">FATE THERAPEUTICS INC</a>",31189P102,40392,['CITADEL ADVISORS LLC']
LIBERTY BROADBAND CORP,"<a href=""http://www.google.com/search?q=stock price LIBERTY BROADBAND CORP"" 
        target=""_blank"">LIBERTY BROADBAND CORP</a>",530307107,40320,['CITADEL ADVISORS LLC']
BRIGHTSPHERE INVT GROUP INC,"<a href=""http://www.google.com/search?q=stock price BRIGHTSPHERE INVT GROUP INC"" 
        target=""_blank"">BRIGHTSPHERE INVT GROUP INC</a>",10948W103,40236,['CITADEL ADVISORS LLC']
ICF INTL INC,"<a href=""http://www.google.com/search?q=stock price ICF INTL INC"" 
        target=""_blank"">ICF INTL INC</a>",44925C103,40227,['CITADEL ADVISORS LLC']
LAZYDAYS HLDGS INC,"<a href=""http://www.google.com/search?q=stock price LAZYDAYS HLDGS INC"" 
        target=""_blank"">LAZYDAYS HLDGS INC</a>",52110H100,40185,['CITADEL ADVISORS LLC']
CATHAY GEN BANCORP,"<a href=""http://www.google.com/search?q=stock price CATHAY GEN BANCORP"" 
        target=""_blank"">CATHAY GEN BANCORP</a>",149150104,40113,['CITADEL ADVISORS LLC']
AGENUS INC,"<a href=""http://www.google.com/search?q=stock price AGENUS INC"" 
        target=""_blank"">AGENUS INC</a>",00847G705,40070,['CITADEL ADVISORS LLC']
ENCOMPASS HEALTH CORP,"<a href=""http://www.google.com/search?q=stock price ENCOMPASS HEALTH CORP"" 
        target=""_blank"">ENCOMPASS HEALTH CORP</a>",29261A100,40032,['CITADEL ADVISORS LLC']
CI&T INC,"<a href=""http://www.google.com/search?q=stock price CI&T INC"" 
        target=""_blank"">CI&T INC</a>",G21307106,39976,['CITADEL ADVISORS LLC']
QUINSTREET INC,"<a href=""http://www.google.com/search?q=stock price QUINSTREET INC"" 
        target=""_blank"">QUINSTREET INC</a>",74874Q100,39742,['CITADEL ADVISORS LLC']
MIDCAP FINANCIAL INVSTMNT CO,"<a href=""http://www.google.com/search?q=stock price MIDCAP FINANCIAL INVSTMNT CO"" 
        target=""_blank"">MIDCAP FINANCIAL INVSTMNT CO</a>",03761U502,39672,['CITADEL ADVISORS LLC']
J P MORGAN EXCHANGE TRADED F,"<a href=""http://www.google.com/search?q=stock price J P MORGAN EXCHANGE TRADED F"" 
        target=""_blank"">J P MORGAN EXCHANGE TRADED F</a>",46641Q191,39613,['CITADEL ADVISORS LLC']
OMNIAB INC,"<a href=""http://www.google.com/search?q=stock price OMNIAB INC"" 
        target=""_blank"">OMNIAB INC</a>",68218J103,39488,['CITADEL ADVISORS LLC']
HONEST CO INC,"<a href=""http://www.google.com/search?q=stock price HONEST CO INC"" 
        target=""_blank"">HONEST CO INC</a>",438333106,39270,['CITADEL ADVISORS LLC']
BANCFIRST CORP,"<a href=""http://www.google.com/search?q=stock price BANCFIRST CORP"" 
        target=""_blank"">BANCFIRST CORP</a>",05945F103,38932,['CITADEL ADVISORS LLC']
PERDOCEO ED CORP,"<a href=""http://www.google.com/search?q=stock price PERDOCEO ED CORP"" 
        target=""_blank"">PERDOCEO ED CORP</a>",71363P106,38632,['CITADEL ADVISORS LLC']
DOUGLAS ELLIMAN INC,"<a href=""http://www.google.com/search?q=stock price DOUGLAS ELLIMAN INC"" 
        target=""_blank"">DOUGLAS ELLIMAN INC</a>",25961D105,38527,['CITADEL ADVISORS LLC']
TECHTARGET INC,"<a href=""http://www.google.com/search?q=stock price TECHTARGET INC"" 
        target=""_blank"">TECHTARGET INC</a>",87874R100,38346,['CITADEL ADVISORS LLC']
HUTCHMED CHINA LTD,"<a href=""http://www.google.com/search?q=stock price HUTCHMED CHINA LTD"" 
        target=""_blank"">HUTCHMED CHINA LTD</a>",44842L103,38031,['CITADEL ADVISORS LLC']
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",46434V621,37674,['CITADEL ADVISORS LLC']
CLENE INC,"<a href=""http://www.google.com/search?q=stock price CLENE INC"" 
        target=""_blank"">CLENE INC</a>",185634102,37668,['CITADEL ADVISORS LLC']
REYNOLDS CONSUMER PRODS INC,"<a href=""http://www.google.com/search?q=stock price REYNOLDS CONSUMER PRODS INC"" 
        target=""_blank"">REYNOLDS CONSUMER PRODS INC</a>",76171L106,37576,['CITADEL ADVISORS LLC']
ENACT HLDGS INC,"<a href=""http://www.google.com/search?q=stock price ENACT HLDGS INC"" 
        target=""_blank"">ENACT HLDGS INC</a>",29249E109,37557,['CITADEL ADVISORS LLC']
VANECK ETF TRUST,"<a href=""http://www.google.com/search?q=stock price VANECK ETF TRUST"" 
        target=""_blank"">VANECK ETF TRUST</a>",92189F437,37414,['CITADEL ADVISORS LLC']
ADAM NAT RES FD INC,"<a href=""http://www.google.com/search?q=stock price ADAM NAT RES FD INC"" 
        target=""_blank"">ADAM NAT RES FD INC</a>",00548F105,37134,['CITADEL ADVISORS LLC']
ALLOT LTD,"<a href=""http://www.google.com/search?q=stock price ALLOT LTD"" 
        target=""_blank"">ALLOT LTD</a>",M0854Q105,37125,['CITADEL ADVISORS LLC']
CENTERRA GOLD INC,"<a href=""http://www.google.com/search?q=stock price CENTERRA GOLD INC"" 
        target=""_blank"">CENTERRA GOLD INC</a>",152006102,36952,['CITADEL ADVISORS LLC']
CERTARA INC,"<a href=""http://www.google.com/search?q=stock price CERTARA INC"" 
        target=""_blank"">CERTARA INC</a>",15687V109,36939,['CITADEL ADVISORS LLC']
PROPETRO HLDG CORP,"<a href=""http://www.google.com/search?q=stock price PROPETRO HLDG CORP"" 
        target=""_blank"">PROPETRO HLDG CORP</a>",74347M108,36872,['CITADEL ADVISORS LLC']
INOGEN INC,"<a href=""http://www.google.com/search?q=stock price INOGEN INC"" 
        target=""_blank"">INOGEN INC</a>",45780L104,36783,['CITADEL ADVISORS LLC']
EASTGROUP PPTYS INC,"<a href=""http://www.google.com/search?q=stock price EASTGROUP PPTYS INC"" 
        target=""_blank"">EASTGROUP PPTYS INC</a>",277276101,36708,['CITADEL ADVISORS LLC']
LOOP INDS INC,"<a href=""http://www.google.com/search?q=stock price LOOP INDS INC"" 
        target=""_blank"">LOOP INDS INC</a>",543518104,36666,['CITADEL ADVISORS LLC']
KITE RLTY GROUP TR,"<a href=""http://www.google.com/search?q=stock price KITE RLTY GROUP TR"" 
        target=""_blank"">KITE RLTY GROUP TR</a>",49803T300,36576,['CITADEL ADVISORS LLC']
DIGI INTL INC,"<a href=""http://www.google.com/search?q=stock price DIGI INTL INC"" 
        target=""_blank"">DIGI INTL INC</a>",253798102,36400,['CITADEL ADVISORS LLC']
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",46435U135,36344,['CITADEL ADVISORS LLC']
PLYMOUTH INDL REIT INC,"<a href=""http://www.google.com/search?q=stock price PLYMOUTH INDL REIT INC"" 
        target=""_blank"">PLYMOUTH INDL REIT INC</a>",729640102,36105,['CITADEL ADVISORS LLC']
ATOSSA THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price ATOSSA THERAPEUTICS INC"" 
        target=""_blank"">ATOSSA THERAPEUTICS INC</a>",04962H506,36080,['CITADEL ADVISORS LLC']
PLBY GROUP INC,"<a href=""http://www.google.com/search?q=stock price PLBY GROUP INC"" 
        target=""_blank"">PLBY GROUP INC</a>",72814P109,35900,['CITADEL ADVISORS LLC']
HEARTLAND EXPRESS INC,"<a href=""http://www.google.com/search?q=stock price HEARTLAND EXPRESS INC"" 
        target=""_blank"">HEARTLAND EXPRESS INC</a>",422347104,35650,['CITADEL ADVISORS LLC']
HOUSTON AMERN ENERGY CORP,"<a href=""http://www.google.com/search?q=stock price HOUSTON AMERN ENERGY CORP"" 
        target=""_blank"">HOUSTON AMERN ENERGY CORP</a>",44183U209,35621,['CITADEL ADVISORS LLC']
MEREO BIOPHARMA GROUP PLC,"<a href=""http://www.google.com/search?q=stock price MEREO BIOPHARMA GROUP PLC"" 
        target=""_blank"">MEREO BIOPHARMA GROUP PLC</a>",589492107,35574,['CITADEL ADVISORS LLC']
TROOPS INC,"<a href=""http://www.google.com/search?q=stock price TROOPS INC"" 
        target=""_blank"">TROOPS INC</a>",G9094C104,35280,['CITADEL ADVISORS LLC']
SOVOS BRANDS INC,"<a href=""http://www.google.com/search?q=stock price SOVOS BRANDS INC"" 
        target=""_blank"">SOVOS BRANDS INC</a>",84612U107,35248,['CITADEL ADVISORS LLC']
VOXX INTL CORP,"<a href=""http://www.google.com/search?q=stock price VOXX INTL CORP"" 
        target=""_blank"">VOXX INTL CORP</a>",91829F104,35244,['CITADEL ADVISORS LLC']
MAMMOTH ENERGY SVCS INC,"<a href=""http://www.google.com/search?q=stock price MAMMOTH ENERGY SVCS INC"" 
        target=""_blank"">MAMMOTH ENERGY SVCS INC</a>",56155L108,35234,['CITADEL ADVISORS LLC']
MYERS INDS INC,"<a href=""http://www.google.com/search?q=stock price MYERS INDS INC"" 
        target=""_blank"">MYERS INDS INC</a>",628464109,35190,['CITADEL ADVISORS LLC']
ACLARIS THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price ACLARIS THERAPEUTICS INC"" 
        target=""_blank"">ACLARIS THERAPEUTICS INC</a>",00461U105,35175,['CITADEL ADVISORS LLC']
ISHARES U S ETF TR,"<a href=""http://www.google.com/search?q=stock price ISHARES U S ETF TR"" 
        target=""_blank"">ISHARES U S ETF TR</a>",46431W853,35098,['CITADEL ADVISORS LLC']
ENVVENO MEDICAL CORPORATION,"<a href=""http://www.google.com/search?q=stock price ENVVENO MEDICAL CORPORATION"" 
        target=""_blank"">ENVVENO MEDICAL CORPORATION</a>",29415J106,34952,['CITADEL ADVISORS LLC']
ASE TECHNOLOGY HLDG CO LTD,"<a href=""http://www.google.com/search?q=stock price ASE TECHNOLOGY HLDG CO LTD"" 
        target=""_blank"">ASE TECHNOLOGY HLDG CO LTD</a>",00215W100,34817,['CITADEL ADVISORS LLC']
DR REDDYS LABS LTD,"<a href=""http://www.google.com/search?q=stock price DR REDDYS LABS LTD"" 
        target=""_blank"">DR REDDYS LABS LTD</a>",256135203,34790,['CITADEL ADVISORS LLC']
EXCHANGE TRADED CONCEPTS TR,"<a href=""http://www.google.com/search?q=stock price EXCHANGE TRADED CONCEPTS TR"" 
        target=""_blank"">EXCHANGE TRADED CONCEPTS TR</a>",301505624,34770,['CITADEL ADVISORS LLC']
CONNS INC,"<a href=""http://www.google.com/search?q=stock price CONNS INC"" 
        target=""_blank"">CONNS INC</a>",208242107,34632,['CITADEL ADVISORS LLC']
BRAEMAR HOTELS & RESORTS INC,"<a href=""http://www.google.com/search?q=stock price BRAEMAR HOTELS & RESORTS INC"" 
        target=""_blank"">BRAEMAR HOTELS & RESORTS INC</a>",10482B101,34500,['CITADEL ADVISORS LLC']
ZETA GLOBAL HOLDINGS CORP,"<a href=""http://www.google.com/search?q=stock price ZETA GLOBAL HOLDINGS CORP"" 
        target=""_blank"">ZETA GLOBAL HOLDINGS CORP</a>",98956A105,34398,['CITADEL ADVISORS LLC']
NEWEGG COMMERCE INC,"<a href=""http://www.google.com/search?q=stock price NEWEGG COMMERCE INC"" 
        target=""_blank"">NEWEGG COMMERCE INC</a>",G6483G100,34272,['CITADEL ADVISORS LLC']
SITE CTRS CORP,"<a href=""http://www.google.com/search?q=stock price SITE CTRS CORP"" 
        target=""_blank"">SITE CTRS CORP</a>",82981J109,34075,['CITADEL ADVISORS LLC']
CEVA INC,"<a href=""http://www.google.com/search?q=stock price CEVA INC"" 
        target=""_blank"">CEVA INC</a>",157210105,34065,['CITADEL ADVISORS LLC']
LEMAITRE VASCULAR INC,"<a href=""http://www.google.com/search?q=stock price LEMAITRE VASCULAR INC"" 
        target=""_blank"">LEMAITRE VASCULAR INC</a>",525558201,34056,['CITADEL ADVISORS LLC']
XENIA HOTELS & RESORTS INC,"<a href=""http://www.google.com/search?q=stock price XENIA HOTELS & RESORTS INC"" 
        target=""_blank"">XENIA HOTELS & RESORTS INC</a>",984017103,34050,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25460G856,34016,['CITADEL ADVISORS LLC']
ANIKA THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price ANIKA THERAPEUTICS INC"" 
        target=""_blank"">ANIKA THERAPEUTICS INC</a>",035255108,33990,['CITADEL ADVISORS LLC']
TIDAL TR II,"<a href=""http://www.google.com/search?q=stock price TIDAL TR II"" 
        target=""_blank"">TIDAL TR II</a>",88636J600,33979,['CITADEL ADVISORS LLC']
HERITAGE INSURANCE HLDGS INC,"<a href=""http://www.google.com/search?q=stock price HERITAGE INSURANCE HLDGS INC"" 
        target=""_blank"">HERITAGE INSURANCE HLDGS INC</a>",42727J102,33904,['CITADEL ADVISORS LLC']
ENANTA PHARMACEUTICALS INC,"<a href=""http://www.google.com/search?q=stock price ENANTA PHARMACEUTICALS INC"" 
        target=""_blank"">ENANTA PHARMACEUTICALS INC</a>",29251M106,33876,['CITADEL ADVISORS LLC']
ALPHA PRO TECH LTD,"<a href=""http://www.google.com/search?q=stock price ALPHA PRO TECH LTD"" 
        target=""_blank"">ALPHA PRO TECH LTD</a>",020772109,33856,['CITADEL ADVISORS LLC']
STAGWELL INC,"<a href=""http://www.google.com/search?q=stock price STAGWELL INC"" 
        target=""_blank"">STAGWELL INC</a>",85256A109,33813,['CITADEL ADVISORS LLC']
PROSHARES TR,"<a href=""http://www.google.com/search?q=stock price PROSHARES TR"" 
        target=""_blank"">PROSHARES TR</a>",74347B425,33774,['CITADEL ADVISORS LLC']
PREMIER FINANCIAL CORP,"<a href=""http://www.google.com/search?q=stock price PREMIER FINANCIAL CORP"" 
        target=""_blank"">PREMIER FINANCIAL CORP</a>",74052F108,33740,['CITADEL ADVISORS LLC']
ELME COMMUNITIES,"<a href=""http://www.google.com/search?q=stock price ELME COMMUNITIES"" 
        target=""_blank"">ELME COMMUNITIES</a>",939653101,33580,['CITADEL ADVISORS LLC']
POTBELLY CORP,"<a href=""http://www.google.com/search?q=stock price POTBELLY CORP"" 
        target=""_blank"">POTBELLY CORP</a>",73754Y100,33344,['CITADEL ADVISORS LLC']
VANGUARD MALVERN FDS,"<a href=""http://www.google.com/search?q=stock price VANGUARD MALVERN FDS"" 
        target=""_blank"">VANGUARD MALVERN FDS</a>",922020805,33243,['CITADEL ADVISORS LLC']
HILLMAN SOLUTIONS CORP,"<a href=""http://www.google.com/search?q=stock price HILLMAN SOLUTIONS CORP"" 
        target=""_blank"">HILLMAN SOLUTIONS CORP</a>",431636109,33156,['CITADEL ADVISORS LLC']
SENSIENT TECHNOLOGIES CORP,"<a href=""http://www.google.com/search?q=stock price SENSIENT TECHNOLOGIES CORP"" 
        target=""_blank"">SENSIENT TECHNOLOGIES CORP</a>",81725T100,33000,['CITADEL ADVISORS LLC']
KINNATE BIOPHARMA INC,"<a href=""http://www.google.com/search?q=stock price KINNATE BIOPHARMA INC"" 
        target=""_blank"">KINNATE BIOPHARMA INC</a>",49705R105,32943,['CITADEL ADVISORS LLC']
CALEDONIA MNG CORP PLC,"<a href=""http://www.google.com/search?q=stock price CALEDONIA MNG CORP PLC"" 
        target=""_blank"">CALEDONIA MNG CORP PLC</a>",G1757E113,32940,['CITADEL ADVISORS LLC']
ADICET BIO INC,"<a href=""http://www.google.com/search?q=stock price ADICET BIO INC"" 
        target=""_blank"">ADICET BIO INC</a>",007002108,32886,['CITADEL ADVISORS LLC']
NATURES SUNSHINE PRODS INC,"<a href=""http://www.google.com/search?q=stock price NATURES SUNSHINE PRODS INC"" 
        target=""_blank"">NATURES SUNSHINE PRODS INC</a>",639027101,32851,['CITADEL ADVISORS LLC']
2U INC,"<a href=""http://www.google.com/search?q=stock price 2U INC"" 
        target=""_blank"">2U INC</a>",90214J101,32841,['CITADEL ADVISORS LLC']
INFUSYSTEM HLDGS INC,"<a href=""http://www.google.com/search?q=stock price INFUSYSTEM HLDGS INC"" 
        target=""_blank"">INFUSYSTEM HLDGS INC</a>",45685K102,32674,['CITADEL ADVISORS LLC']
JAMF HLDG CORP,"<a href=""http://www.google.com/search?q=stock price JAMF HLDG CORP"" 
        target=""_blank"">JAMF HLDG CORP</a>",47074L105,32508,['CITADEL ADVISORS LLC']
AGILITI INC,"<a href=""http://www.google.com/search?q=stock price AGILITI INC"" 
        target=""_blank"">AGILITI INC</a>",00848J104,32472,['CITADEL ADVISORS LLC']
ALIGNMENT HEALTHCARE INC,"<a href=""http://www.google.com/search?q=stock price ALIGNMENT HEALTHCARE INC"" 
        target=""_blank"">ALIGNMENT HEALTHCARE INC</a>",01625V104,31857,['CITADEL ADVISORS LLC']
CENTESSA PHARMACEUTICALS PLC,"<a href=""http://www.google.com/search?q=stock price CENTESSA PHARMACEUTICALS PLC"" 
        target=""_blank"">CENTESSA PHARMACEUTICALS PLC</a>",152309100,31840,['CITADEL ADVISORS LLC']
VINCI PARTNERS INVTS LTD,"<a href=""http://www.google.com/search?q=stock price VINCI PARTNERS INVTS LTD"" 
        target=""_blank"">VINCI PARTNERS INVTS LTD</a>",G9451V109,31755,['CITADEL ADVISORS LLC']
SIMMONS 1ST NATL CORP,"<a href=""http://www.google.com/search?q=stock price SIMMONS 1ST NATL CORP"" 
        target=""_blank"">SIMMONS 1ST NATL CORP</a>",828730200,31744,['CITADEL ADVISORS LLC']
MEDALLION FINL CORP,"<a href=""http://www.google.com/search?q=stock price MEDALLION FINL CORP"" 
        target=""_blank"">MEDALLION FINL CORP</a>",583928106,31520,['CITADEL ADVISORS LLC']
AMTECH SYS INC,"<a href=""http://www.google.com/search?q=stock price AMTECH SYS INC"" 
        target=""_blank"">AMTECH SYS INC</a>",032332504,31500,['CITADEL ADVISORS LLC']
CENTRAL PAC FINL CORP,"<a href=""http://www.google.com/search?q=stock price CENTRAL PAC FINL CORP"" 
        target=""_blank"">CENTRAL PAC FINL CORP</a>",154760409,31488,['CITADEL ADVISORS LLC']
IMMUTEP LTD,"<a href=""http://www.google.com/search?q=stock price IMMUTEP LTD"" 
        target=""_blank"">IMMUTEP LTD</a>",45257L108,31440,['CITADEL ADVISORS LLC']
ZEDGE INC,"<a href=""http://www.google.com/search?q=stock price ZEDGE INC"" 
        target=""_blank"">ZEDGE INC</a>",98923T104,31255,['CITADEL ADVISORS LLC']
PORCH GROUP INC,"<a href=""http://www.google.com/search?q=stock price PORCH GROUP INC"" 
        target=""_blank"">PORCH GROUP INC</a>",733245104,31108,['CITADEL ADVISORS LLC']
GEOSPACE TECHNOLOGIES CORP,"<a href=""http://www.google.com/search?q=stock price GEOSPACE TECHNOLOGIES CORP"" 
        target=""_blank"">GEOSPACE TECHNOLOGIES CORP</a>",37364X109,31104,['CITADEL ADVISORS LLC']
