nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt,investmentDiscretion,votingAuthority,sshPrnamt,sshPrnamtType,cik,filingDate,reportDate,fund_name,figi,putCall,otherManager
RINGCENTRAL INC,NOTE 3/1,76680RAH0,1623260,"{'sshPrnamt': '2000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '2000000', 'Shared': '0', 'None': '0'}",2000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
RINGCENTRAL INC,CL A,76680R206,23002500,"{'sshPrnamt': '750000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '750000', 'Shared': '0', 'None': '0'}",750000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
RINGCENTRAL INC,CL A,76680R206,5329403,"{'sshPrnamt': '173766', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '173766', 'Shared': '0', 'None': '0'}",173766,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
RIVIAN AUTOMOTIVE INC,COM CL A,76954A103,15480000,"{'sshPrnamt': '1000000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1000000', 'Shared': '0', 'None': '0'}",1000000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
RIVIAN AUTOMOTIVE INC,COM CL A,76954A103,55404422,"{'sshPrnamt': '3579097', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '3579097', 'Shared': '0', 'None': '0'}",3579097,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ROCKET COS INC,COM CL A,77311W101,9060000,"{'sshPrnamt': '1000000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1000000', 'Shared': '0', 'None': '0'}",1000000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
ROCKET COS INC,COM CL A,77311W101,1812000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SALESFORCE INC,COM,79466L302,33968394,"{'sshPrnamt': '170029', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '170029', 'Shared': '0', 'None': '0'}",170029,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SCHWAB CHARLES CORP,COM,808513105,18333000,"{'sshPrnamt': '350000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '350000', 'Shared': '0', 'None': '0'}",350000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
SEA LTD,SPONSORD ADS,81141R100,17310000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
SEA LTD,NOTE 0.250% 9/1,81141RAG5,106918480,"{'sshPrnamt': '134511000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '134511000', 'Shared': '0', 'None': '0'}",134511000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SEA LTD,NOTE 2.375%12/0,81141RAF7,167004537,"{'sshPrnamt': '137225000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '137225000', 'Shared': '0', 'None': '0'}",137225000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SELECT SECTOR SPDR TR,SBI INT-UTILS,81369Y886,5076750,"{'sshPrnamt': '75000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '75000', 'Shared': '0', 'None': '0'}",75000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SITIO ROYALTIES CORP,*W EXP 08/23/202,82983N116,41779,"{'sshPrnamt': '1071250', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1071250', 'Shared': '0', 'None': '0'}",1071250,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SNAP INC,NOTE 0.125% 3/0,83304AAH9,95054734,"{'sshPrnamt': '134000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '134000000', 'Shared': '0', 'None': '0'}",134000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SNAP INC,NOTE 0.750% 8/0,83304AAB2,88408271,"{'sshPrnamt': '96000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '96000000', 'Shared': '0', 'None': '0'}",96000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SNAP INC,CL A,83304A106,2242000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
SNOWFLAKE INC,CL A,833445109,5940165,"{'sshPrnamt': '38500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '38500', 'Shared': '0', 'None': '0'}",38500,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SOUTHERN CO,COM,842587107,8349600,"{'sshPrnamt': '120000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '120000', 'Shared': '0', 'None': '0'}",120000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SPDR INDEX SHS FDS,EURO STOXX 50,78463X202,61724030,"{'sshPrnamt': '1374700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1374700', 'Shared': '0', 'None': '0'}",1374700,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SPDR S&P 500 ETF TR,TR UNIT,78462F103,81878000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
SPDR S&P 500 ETF TR,TR UNIT,78462F103,4694066,"{'sshPrnamt': '11466', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '11466', 'Shared': '0', 'None': '0'}",11466,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SPDR SER TR,S&P REGL BKG,78464A698,21930000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
SPDR SER TR,S&P REGL BKG,78464A698,16522062,"{'sshPrnamt': '376700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '376700', 'Shared': '0', 'None': '0'}",376700,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SPDR SER TR,PORTFOLIO SHORT,78464A474,3763010,"{'sshPrnamt': '127000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '127000', 'Shared': '0', 'None': '0'}",127000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SPLUNK INC,NOTE 1.125% 6/1,848637AF1,137276719,"{'sshPrnamt': '159732000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '159732000', 'Shared': '0', 'None': '0'}",159732000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
SPLUNK INC,COM,848637104,69513000,"{'sshPrnamt': '725000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '725000', 'Shared': '0', 'None': '0'}",725000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
SPOTIFY TECHNOLOGY S A,SHS,L8681T102,3831153,"{'sshPrnamt': '28672', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '28672', 'Shared': '0', 'None': '0'}",28672,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
TECK RESOURCES LTD,CL B,878742204,18171671,"{'sshPrnamt': '497854', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '497854', 'Shared': '0', 'None': '0'}",497854,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
THE BEAUTY HEALTH COMPANY,COM CL A,88331L108,3789000,"{'sshPrnamt': '300000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '300000', 'Shared': '0', 'None': '0'}",300000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
T-MOBILE US INC,COM,872590104,4127940,"{'sshPrnamt': '28500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '28500', 'Shared': '0', 'None': '0'}",28500,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
TOWER SEMICONDUCTOR LTD,SHS NEW,M87915274,6370500,"{'sshPrnamt': '150000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '150000', 'Shared': '0', 'None': '0'}",150000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
TOWER SEMICONDUCTOR LTD,SHS NEW,M87915274,42,"{'sshPrnamt': '1', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1', 'Shared': '0', 'None': '0'}",1,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
TRANSPHORM INC,COM,89386L100,2552882,"{'sshPrnamt': '639820', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '639820', 'Shared': '0', 'None': '0'}",639820,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
TRIPADVISOR INC,NOTE 0.250% 4/0,896945AD4,8005350,"{'sshPrnamt': '9645000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '9645000', 'Shared': '0', 'None': '0'}",9645000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
UBER TECHNOLOGIES INC,COM,90353T100,25960874,"{'sshPrnamt': '818955', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '818955', 'Shared': '0', 'None': '0'}",818955,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
UBS GROUP AG,SHS,H42097107,4268000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
UNITY SOFTWARE INC,NOTE 11/1,91332UAB7,125906607,"{'sshPrnamt': '161500000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '161500000', 'Shared': '0', 'None': '0'}",161500000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
UNITY SOFTWARE INC,COM,91332U101,9732000,"{'sshPrnamt': '300000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '300000', 'Shared': '0', 'None': '0'}",300000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
VAIL RESORTS INC,COM,91879Q109,18694400,"{'sshPrnamt': '80000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '80000', 'Shared': '0', 'None': '0'}",80000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
VANGUARD WORLD FDS,FINANCIALS ETF,92204A405,13093309,"{'sshPrnamt': '168100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '168100', 'Shared': '0', 'None': '0'}",168100,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
VULCAN MATLS CO,COM,929160109,19944879,"{'sshPrnamt': '116256', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '116256', 'Shared': '0', 'None': '0'}",116256,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
WALMART INC,COM,931142103,5057535,"{'sshPrnamt': '34300', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '34300', 'Shared': '0', 'None': '0'}",34300,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
WAYFAIR INC,NOTE 1.000% 8/1,94419LAF8,100754993,"{'sshPrnamt': '152450000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '152450000', 'Shared': '0', 'None': '0'}",152450000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
WAYFAIR INC,CL A,94419L101,20604000,"{'sshPrnamt': '600000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '600000', 'Shared': '0', 'None': '0'}",600000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
WESTERN MIDSTREAM PARTNERS L,COM UNIT LP INT,958669103,2493284,"{'sshPrnamt': '94550', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '94550', 'Shared': '0', 'None': '0'}",94550,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
WOLFSPEED INC,NOTE 0.250% 2/1,977852AB8,62840681,"{'sshPrnamt': '74600000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '74600000', 'Shared': '0', 'None': '0'}",74600000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
WOLFSPEED INC,COM,977852102,6495000,"{'sshPrnamt': '100000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '100000', 'Shared': '0', 'None': '0'}",100000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
ZILLOW GROUP INC,NOTE 0.750% 9/0,98954MAE1,53789577,"{'sshPrnamt': '46000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '46000000', 'Shared': '0', 'None': '0'}",46000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
Affiliated Managers Group Inc.,COM,008252108,50059663,"{'sshPrnamt': '333976', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '333976', 'Shared': '0', 'None': '0'}",333976,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Affiliated Managers Group Inc.,COM,008252108,833688,"{'sshPrnamt': '5562', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '5562', 'Shared': '0', 'None': '0'}",5562,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
Affiliated Managers Group Inc.,COM,008252108,87160585,"{'sshPrnamt': '581497', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '581497', 'Shared': '0', 'None': '0'}",581497,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Alphabet Inc. CL C,COM,02079K107,925783,"{'sshPrnamt': '7653', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '7653', 'Shared': '0', 'None': '0'}",7653,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
Anywhere Real Estate Inc,COM,75605Y106,37061,"{'sshPrnamt': '5548', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '5548', 'Shared': '0', 'None': '0'}",5548,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Anywhere Real Estate Inc,COM,75605Y106,222070,"{'sshPrnamt': '33244', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '33244', 'Shared': '0', 'None': '0'}",33244,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
Anywhere Real Estate Inc,COM,75605Y106,38143254,"{'sshPrnamt': '5710068', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '5710068', 'Shared': '0', 'None': '0'}",5710068,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Liberty Media Corp - Braves C,COM,531229888,43305,"{'sshPrnamt': '1093', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1093', 'Shared': '0', 'None': '0'}",1093,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Liberty Media Corp - Braves C,COM,531229888,41652110,"{'sshPrnamt': '1051290', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '1051290', 'Shared': '0', 'None': '0'}",1051290,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Bio-Rad Laboratories Inc,COM,090572207,45446252,"{'sshPrnamt': '119873', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '119873', 'Shared': '0', 'None': '0'}",119873,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Bio-Rad Laboratories Inc,COM,090572207,678625,"{'sshPrnamt': '1790', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '1790', 'Shared': '0', 'None': '0'}",1790,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
Bio-Rad Laboratories Inc,COM,090572207,77285887,"{'sshPrnamt': '203856', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '203856', 'Shared': '0', 'None': '0'}",203856,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Boston Beer Company Inc.,COM,100557107,37321,"{'sshPrnamt': '121', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '121', 'Shared': '0', 'None': '0'}",121,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Boston Beer Company Inc.,COM,100557107,39219071,"{'sshPrnamt': '127153', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '127153', 'Shared': '0', 'None': '0'}",127153,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Cardinal Health Inc,COM,14149Y108,1587357,"{'sshPrnamt': '16785', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '16785', 'Shared': '0', 'None': '0'}",16785,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
CNH Industrial NV - U.S.,COM,N20944109,16266614,"{'sshPrnamt': '1129626', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1129626', 'Shared': '0', 'None': '0'}",1129626,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
CNH Industrial NV - U.S.,COM,N20944109,491270,"{'sshPrnamt': '34116', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '34116', 'Shared': '0', 'None': '0'}",34116,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
CNH Industrial NV - U.S.,COM,N20944109,11608949,"{'sshPrnamt': '806177', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '806177', 'Shared': '0', 'None': '0'}",806177,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
CNX Resources Corp,COM,12653C108,60413912,"{'sshPrnamt': '3409363', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '3409363', 'Shared': '0', 'None': '0'}",3409363,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
CNX Resources Corp,COM,12653C108,155044400,"{'sshPrnamt': '8749684', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '8749684', 'Shared': '0', 'None': '0'}",8749684,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Douglas Emmett Inc,COM,25960P109,20301,"{'sshPrnamt': '1615', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1615', 'Shared': '0', 'None': '0'}",1615,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Douglas Emmett Inc,COM,25960P109,20323955,"{'sshPrnamt': '1616862', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '1616862', 'Shared': '0', 'None': '0'}",1616862,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Empire State Realty Trust Inc.,COM,292104106,46393,"{'sshPrnamt': '6194', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '6194', 'Shared': '0', 'None': '0'}",6194,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Empire State Realty Trust Inc.,COM,292104106,45779854,"{'sshPrnamt': '6112130', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '6112130', 'Shared': '0', 'None': '0'}",6112130,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
FedEx Corporation,COM,31428X106,60535940,"{'sshPrnamt': '244195', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '244195', 'Shared': '0', 'None': '0'}",244195,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
FedEx Corporation,COM,31428X106,1255366,"{'sshPrnamt': '5064', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '5064', 'Shared': '0', 'None': '0'}",5064,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
FedEx Corporation,COM,31428X106,101952346,"{'sshPrnamt': '411264', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '411264', 'Shared': '0', 'None': '0'}",411264,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Fidelity National Information,COM,31620M106,24061108,"{'sshPrnamt': '439874', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '439874', 'Shared': '0', 'None': '0'}",439874,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Fidelity National Information,COM,31620M106,662034,"{'sshPrnamt': '12103', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '12103', 'Shared': '0', 'None': '0'}",12103,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
Fidelity National Information,COM,31620M106,49562849,"{'sshPrnamt': '906085', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '906085', 'Shared': '0', 'None': '0'}",906085,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Fiserv Inc,COM,337738108,27344526,"{'sshPrnamt': '216762', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '216762', 'Shared': '0', 'None': '0'}",216762,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Fiserv Inc,COM,337738108,895413,"{'sshPrnamt': '7098', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '7098', 'Shared': '0', 'None': '0'}",7098,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
Fiserv Inc,COM,337738108,55729664,"{'sshPrnamt': '441773', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '441773', 'Shared': '0', 'None': '0'}",441773,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Fortune Brands Innovations Inc,COM,34964C106,13022087,"{'sshPrnamt': '180988', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '180988', 'Shared': '0', 'None': '0'}",180988,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Fortune Brands Innovations Inc,COM,34964C106,48477608,"{'sshPrnamt': '673768', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '673768', 'Shared': '0', 'None': '0'}",673768,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
GE Healthcare Holding LLC,COM,36266G107,1069037,"{'sshPrnamt': '13159', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '13159', 'Shared': '0', 'None': '0'}",13159,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
General Electric,COM,369604301,36787666,"{'sshPrnamt': '334890', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '334890', 'Shared': '0', 'None': '0'}",334890,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
General Electric,COM,369604301,1167156,"{'sshPrnamt': '10625', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '0', 'Shared': '0', 'None': '10625'}",10625,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,02
General Electric,COM,369604301,64528636,"{'sshPrnamt': '587425', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '587425', 'Shared': '0', 'None': '0'}",587425,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Graham Holdings Company,COM,384637104,12126806,"{'sshPrnamt': '21220', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '21220', 'Shared': '0', 'None': '0'}",21220,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Graham Holdings Company,COM,384637104,702349,"{'sshPrnamt': '1229', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '1229', 'Shared': '0', 'None': '0'}",1229,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
Graham Holdings Company,COM,384637104,38505751,"{'sshPrnamt': '67379', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '67379', 'Shared': '0', 'None': '0'}",67379,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
H World Group Limited ADR,COM,44332N106,15448129,"{'sshPrnamt': '398353', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '175362', 'Shared': '0', 'None': '222991'}",398353,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Hasbro Inc,COM,418056107,15454511,"{'sshPrnamt': '238606', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '238606', 'Shared': '0', 'None': '0'}",238606,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Hasbro Inc,COM,418056107,27624405,"{'sshPrnamt': '426500', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '426500', 'Shared': '0', 'None': '0'}",426500,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
Hyatt Hotels Corp. -  Class A,COM,448579102,31660746,"{'sshPrnamt': '276320', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '276320', 'Shared': '0', 'None': '0'}",276320,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,
Hyatt Hotels Corp. -  Class A,COM,448579102,886047,"{'sshPrnamt': '7733', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '7733', 'Shared': '0', 'None': '0'}",7733,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,03
Hyatt Hotels Corp. -  Class A,COM,448579102,107854498,"{'sshPrnamt': '941303', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '941303', 'Shared': '0', 'None': '0'}",941303,SH,807985,2023-08-14,2023-06-30,SOUTHEASTERN ASSET MANAGEMENT INC,,,01
